module,type,name,res_id,src,value
base,code,addons/report_sxw.py,370,Unknown report type: %s,Unknown report type: %s
base,code,addons/base/ir/ir_fields.py,350,Unknown sub-field '%s',Sub-campo «%s» desconocido
base,code,addons/base/ir/ir_fields.py,165,"Unknown value '%s' for boolean field '%%(field)s', assuming '%s'","Unknown value '%s' for boolean field '%%(field)s', assuming '%s'"
base,code,addons/translate.py,676,"Unrecognized extension: must be one of .csv, .po, or .tgz (received .%s).","Unrecognized extension: must be one of .csv, .po, or .tgz (received .%s)."
base,model,"ir.ui.view,arch_db",base.view_translation_search,Untranslated,Untranslated
base,model,"ir.ui.view,arch_db",base.view_model_data_search,Updatable,Actualizable
base,model,"ir.ui.view,arch_db",base.view_base_module_update,Update,Update
base,model,"ir.ui.view,arch_db",base.wizard_update_translations,Update,Update
base,model,"ir.ui.menu,name",base.menu_view_base_module_update,Update Apps List,Update Apps List
base,model,"ir.model.fields,field_description",base.field_ir_model_constraint_date_update,Update Date,Fecha de actualización
base,model,"ir.model.fields,field_description",base.field_ir_model_data_date_update,Update Date,Fecha de actualización
base,model,"ir.model.fields,field_description",base.field_ir_model_relation_date_update,Update Date,Fecha de actualización
base,model,"ir.ui.view,arch_db",base.res_lang_tree,Update Languague Terms,Actualizar términos de idioma
base,model,"ir.model,name",base.model_base_module_update,Update Module,Actualizar módulo
base,model,"ir.ui.view,arch_db",base.view_base_module_update,Update Module List,Actualizar lista de módulos
base,model,"ir.model.fields,field_description",base.field_ir_act_server_use_write,Update Policy,Política de actualización
base,model,"ir.ui.view,arch_db",base.res_lang_tree,Update Terms,Actualizar términos
base,selection,"ir.actions.server,use_write",0,Update a record linked to the current record using python,Actualizar un registro asociado al registro actual usando Python
base,selection,"ir.actions.server,use_write",0,Update the current record,Actualizar el registro actual
base,model,"ir.actions.client,name",base.modules_updates_act_cl,Updates,Actualizaciones
base,model,"ir.ui.menu,name",base.menu_module_updates,Updates,Actualizaciones
base,model,"ir.ui.view,arch_db",base.module_form,Upgrade,Actualizar
base,model,"ir.model.fields,field_description",base.field_ir_attachment_url,Url,URL
base,model,"res.country,name",base.uy,Uruguay,Uruguay
base,model,"ir.module.module,shortdesc",base.module_l10n_uy,Uruguay - Chart of Accounts,Uruguay - Chart of Accounts
base,code,addons/base/ir/ir_fields.py,167,Use '1' for yes and '0' for no,Use '1' for yes and '0' for no
base,model,"ir.model.fields,field_description",base.field_res_partner_use_parent_address,Use Company Address,Utilizar la dirección de la empresa
base,model,"ir.model.fields,field_description",base.field_res_users_use_parent_address,Use Company Address,Utilizar la dirección de la empresa
base,selection,"ir.actions.server,use_relational_model",0,Use a relation field on the base model,Use a relation field on the base model
base,model,"ir.model.fields,field_description",base.field_ir_sequence_use_date_range,Use subsequences per date_range,Use subsequences per date_range
base,model,"ir.module.module,description",base.module_hr_gamification,"Use the HR ressources for the gamification process.

The HR officer can now manage challenges and badges.
This allow the user to send badges to employees instead of simple users.
Badge received are displayed on the user profile.
","Use the HR ressources for the gamification process.

The HR officer can now manage challenges and badges.
This allow the user to send badges to employees instead of simple users.
Badge received are displayed on the user profile.
"
base,selection,"ir.actions.server,use_relational_model",0,Use the base model of the action,Usar el modelo base de la acción
base,code,addons/base/ir/ir_fields.py,210,Use the format '%s',"Use el formato ""%s"""
base,code,addons/base/ir/ir_fields.py,242,Use the format '%s',"Use el formato ""%s"""
base,model,"ir.model.fields,help",base.field_ir_model_fields_relation_table,Used for custom many2many fields to define a custom relation table name,Used for custom many2many fields to define a custom relation table name
base,model,"ir.model.fields,help",base.field_ir_act_window_usage,Used to filter menu and home actions from the user form.,Used to filter menu and home actions from the user form.
base,model,"ir.model.fields,help",base.field_res_users_login,Used to log into the system,Utilizado para conectarse al sistema.
base,model,"ir.model.fields,help",base.field_res_partner_type,Used to select automatically the right address according to the context in sales and purchases documents.,Used to select automatically the right address according to the context in sales and purchases documents.
base,model,"ir.model.fields,help",base.field_res_users_type,Used to select automatically the right address according to the context in sales and purchases documents.,Used to select automatically the right address according to the context in sales and purchases documents.
base,model,"ir.model.fields,field_description",base.field_change_password_user_user_id,User,Usuario
base,model,"ir.model.fields,field_description",base.field_ir_cron_user_id,User,Usuario
base,model,"ir.model.fields,field_description",base.field_ir_filters_user_id,User,Usuario
base,model,"ir.model.fields,field_description",base.field_ir_ui_view_custom_user_id,User,Usuario
base,model,"ir.model.fields,field_description",base.field_ir_values_user_id,User,Usuario
base,model,"ir.model.fields,field_description",base.field_wkf_instance_uid,User,Usuario
base,model,"ir.ui.view,arch_db",base.ir_cron_view_search,User,Usuario
base,model,"ir.ui.view,arch_db",base.ir_filters_view_search,User,Usuario
base,model,"ir.ui.view,arch_db",base.view_users_search,User,Usuario
base,model,"res.groups,name",base.group_sale_salesman,User,User
base,model,"ir.ui.menu,name",base.next_id_2,User Interface,Interfaz de usuario
base,model,"ir.model.fields,field_description",base.field_change_password_user_user_login,User Login,User Login
base,model,"ir.model.fields,field_description",base.field_res_users_log_ids,User log entries,User log entries
base,model,"ir.actions.act_window,name",base.act_values_form_defaults,User-defined Defaults,Valores por defecto del usuario
base,model,"ir.ui.menu,name",base.menu_values_form_defaults,User-defined Defaults,Valores por defecto del usuario
base,model,"ir.ui.view,arch_db",base.values_view_form_defaults,User-defined Defaults,Valores por defecto del usuario
base,model,"ir.ui.menu,name",base.menu_ir_filters,User-defined Filters,Filtros de usuario
base,model,"ir.model.fields,field_description",base.field_ir_mail_server_smtp_user,Username,Nombre de usuario
base,model,"ir.actions.act_window,name",base.action_res_users,Users,Usuarios
base,model,"ir.model,name",base.model_res_users,Users,Usuarios
base,model,"ir.model.fields,field_description",base.field_change_password_wizard_user_ids,Users,Usuarios
base,model,"ir.model.fields,field_description",base.field_res_groups_users,Users,Usuarios
base,model,"ir.model.fields,field_description",base.field_res_partner_user_ids,Users,Usuarios
base,model,"ir.model.fields,field_description",base.field_res_users_user_ids,Users,Usuarios
base,model,"ir.ui.menu,name",base.menu_action_res_users,Users,Usuarios
base,model,"ir.ui.menu,name",base.menu_users,Users,Usuarios
base,model,"ir.ui.view,arch_db",base.change_password_wizard_user_tree_view,Users,Usuarios
base,model,"ir.ui.view,arch_db",base.view_groups_form,Users,Usuarios
base,model,"ir.ui.view,arch_db",base.view_users_form,Users,Usuarios
base,model,"ir.ui.view,arch_db",base.view_users_form_simple_modif,Users,Usuarios
base,model,"ir.ui.view,arch_db",base.view_users_search,Users,Usuarios
base,model,"ir.ui.view,arch_db",base.view_users_simple_form,Users,Usuarios
base,model,"ir.ui.view,arch_db",base.view_users_tree,Users,Usuarios
base,model,"ir.ui.view,arch_db",base.view_groups_form,Users added to this group are automatically added in the following groups.,Los usuarios agregados a este grupo se añaden automáticamente a los siguientes grupos.
base,model,"ir.model.fields,help",base.field_res_groups_implied_ids,Users of this group automatically inherit those groups,Usuarios de este grupo heredan automáticamente esos grupos
base,model,"res.country,name",base.uz,Uzbekistan,Uzbekistán
base,model,"ir.module.module,shortdesc",base.module_base_vat,VAT Number Validation,Validación de número CIF
base,model,"ir.model.fields,field_description",base.field_ir_config_parameter_value,Value,Valor
base,model,"ir.model.fields,field_description",base.field_ir_property_value_binary,Value,Valor
base,model,"ir.model.fields,field_description",base.field_ir_property_value_datetime,Value,Valor
base,model,"ir.model.fields,field_description",base.field_ir_property_value_float,Value,Valor
base,model,"ir.model.fields,field_description",base.field_ir_property_value_integer,Value,Valor
base,model,"ir.model.fields,field_description",base.field_ir_property_value_reference,Value,Valor
base,model,"ir.model.fields,field_description",base.field_ir_property_value_text,Value,Valor
base,model,"ir.model.fields,field_description",base.field_ir_server_object_lines_value,Value,Valor
base,model,"ir.model.fields,field_description",base.field_ir_values_value,Value,Valor
base,selection,"ir.server.object.lines,type",0,Value,Valor
base,code,addons/base/ir/ir_fields.py,278,Value '%s' not found in selection field '%%(field)s',Value '%s' not found in selection field '%%(field)s'
base,model,"ir.model.fields,field_description",base.field_ir_act_server_fields_lines,Value Mapping,Value Mapping
base,model,"res.country,name",base.vu,Vanuatu,Vanuatu
base,model,"ir.ui.view,arch_db",base.view_server_action_form,Various fields may use Python code or Python expressions. The following variables can be used:,Various fields may use Python code or Python expressions. The following variables can be used:
base,model,"ir.module.module,summary",base.module_fleet,"Vehicle, leasing, insurances, costs","Vehicle, leasing, insurances, costs"
base,model,"res.partner.category,name",base.res_partner_category_1,Vendor,Vendedor
base,model,"ir.actions.act_window,name",base.action_partner_supplier_form,Vendors,Proveedores
base,model,"ir.ui.view,arch_db",base.view_res_partner_filter,Vendors,Proveedores
base,model,"res.country,name",base.ve,Venezuela,Venezuela
base,model,"ir.module.module,shortdesc",base.module_l10n_ve,Venezuela - Accounting,Venezuela - Accounting
base,model,"ir.ui.view,arch_db",base.report_irmodulereference,Version,Versión
base,model,"res.country,name",base.vn,Vietnam,Vietnam
base,model,"ir.module.module,shortdesc",base.module_l10n_vn,Vietnam - Accounting,Vietnam - Accounting
base,selection,"base.language.install,lang",0,Vietnamese / Tiếng Việt,Vietnamese / Tiếng Việt
base,model,"ir.model.fields,field_description",base.field_ir_act_window_view_view_id,View,Ver
base,selection,"ir.translation,type",0,View,Ver
base,model,"ir.ui.view,arch_db",base.view_view_search,View,Ver
base,model,"ir.model.fields,field_description",base.field_ir_ui_view_arch,View Architecture,View Architecture
base,model,"ir.model.fields,field_description",base.field_ir_ui_view_arch_base,View Architecture,View Architecture
base,model,"ir.model.fields,field_description",base.field_ir_ui_view_custom_arch,View Architecture,View Architecture
base,model,"ir.ui.view,arch_db",base.view_view_custom_form,View Architecture,View Architecture
base,model,"ir.ui.view,arch_db",base.view_view_search,View Architecture,View Architecture
base,model,"ir.module.module,shortdesc",base.module_web_view_editor,View Editor,View Editor
base,model,"ir.model.fields,field_description",base.field_ir_act_window_view_mode,View Mode,View Mode
base,model,"ir.model.fields,field_description",base.field_ir_ui_view_name,View Name,View Name
base,model,"ir.ui.view,arch_db",base.view_currency_form,View Rates,View Rates
base,model,"ir.model.fields,field_description",base.field_ir_act_window_view_id,View Ref.,View Ref.
base,model,"ir.model.fields,field_description",base.field_ir_act_window_view_type,View Type,Tipo de vista
base,model,"ir.model.fields,field_description",base.field_ir_act_window_view_view_mode,View Type,Tipo de vista
base,model,"ir.model.fields,field_description",base.field_ir_ui_view_type,View Type,Tipo de vista
base,model,"ir.ui.view,arch_db",base.view_window_action_search,View Type,Tipo de vista
base,model,"ir.model.fields,field_description",base.field_ir_ui_view_mode,View inheritance mode,View inheritance mode
base,model,"ir.model.fields,help",base.field_ir_act_window_view_type,"View type: Tree type to use for the tree view, set to 'tree' for a hierarchical tree view, or 'form' for a regular list view","View type: Tree type to use for the tree view, set to 'tree' for a hierarchical tree view, or 'form' for a regular list view"
base,model,"ir.actions.act_window,name",base.action_ui_view,Views,Vistas
base,model,"ir.model.fields,field_description",base.field_ir_act_window_view_ids,Views,Vistas
base,model,"ir.model.fields,field_description",base.field_ir_act_window_views,Views,Vistas
base,model,"ir.model.fields,field_description",base.field_ir_model_view_ids,Views,Vistas
base,model,"ir.model.fields,field_description",base.field_ir_module_module_views_by_module,Views,Vistas
base,model,"ir.model.fields,field_description",base.field_res_groups_view_access,Views,Vistas
base,model,"ir.ui.menu,name",base.menu_action_ui_view,Views,Vistas
base,model,"ir.ui.view,arch_db",base.view_groups_form,Views,Vistas
base,model,"ir.ui.view,arch_db",base.view_model_form,Views,Vistas
base,model,"ir.ui.view,arch_db",base.view_view_form,Views,Vistas
base,model,"ir.ui.view,arch_db",base.view_view_search,Views,Vistas
base,model,"ir.ui.view,arch_db",base.view_view_tree,Views,Vistas
base,model,"ir.ui.view,arch_db",base.view_window_action_form,Views,Vistas
base,model,"ir.actions.act_window,help",base.action_ui_view,"Views allows you to personalize each view of Odoo. You can add new fields, move fields, rename them or delete the ones that you do not need.","Views allows you to personalize each view of Odoo. You can add new fields, move fields, rename them or delete the ones that you do not need."
base,model,"ir.model.fields,field_description",base.field_ir_ui_view_inherit_children_ids,Views which inherit from this one,Views which inherit from this one
base,model,"res.country,name",base.vg,Virgin Islands (British),Islas Vírgenes (Británicas)
base,model,"res.country,name",base.vi,Virgin Islands (USA),Virgin Islands (USA)
base,model,"ir.model.fields,field_description",base.field_ir_module_category_visible,Visible,Visible
base,model,"ir.module.module,shortdesc",base.module_stock_account,WMS Accounting,WMS Accounting
base,model,"ir.module.module,shortdesc",base.module_stock_landed_costs,WMS Landed Costs,WMS Landed Costs
base,model,"res.country,name",base.wf,Wallis and Futuna Islands,Islas Wallis y Futuna
base,model,"ir.module.module,shortdesc",base.module_stock_picking_wave,Warehouse Management: Waves,Gestión de almácenes: Agrupaciones (Waves)
base,code,addons/base/ir/ir_mail_server.py,490,Warning,Aviso
base,code,addons/base/ir/ir_model.py,325,Warning,Warning
base,code,addons/base/ir/ir_model.py,379,Warning,Warning
base,code,addons/base/res/res_partner.py,372,Warning,Warning
base,model,"ir.module.module,shortdesc",base.module_warning,Warning Messages and Alerts,Warning Messages and Alerts
base,code,addons/base/res/res_config.py,475,Warning!,¡Alerta!
base,code,addons/base/res/res_config.py,487,Warning!,¡Alerta!
base,code,addons/models.py,5908,Warnings,Avisos
base,code,addons/models.py,5961,Warnings,Avisos
base,model,"ir.ui.view,arch_db",base.view_base_module_upgrade_install,We suggest to reload the menu tab to see the new menus (Ctrl+T then Ctrl+R).,Le sugerimos de recargar el menú para ver los nuevos menús (Ctrl+T seguido de Ctrl+R)
base,model,"ir.module.module,shortdesc",base.module_web,Web,Web
base,model,"ir.ui.view,arch_db",base.report_irmodulereference,Web,Web
base,model,"ir.module.module,shortdesc",base.module_web_calendar,Web Calendar,Web Calendar
base,model,"ir.module.module,shortdesc",base.module_web_editor,Web Editor,Web Editor
base,model,"ir.model.fields,field_description",base.field_ir_ui_menu_web_icon,Web Icon File,Archivo icono web
base,model,"ir.model.fields,field_description",base.field_ir_ui_menu_web_icon_data,Web Icon Image,Web Icon Image
base,model,"ir.ui.view,arch_db",base.view_translation_search,Web-only translations,Web-only translations
base,selection,"ir.actions.report.xml,report_type",0,Webkit (deprecated),Webkit (Obsoleto)
base,model,"ir.module.module,shortdesc",base.module_report_webkit,Webkit Report Engine,Motor de informes Webkit
base,code,addons/base/res/res_company.py,106,Website,Sitio web
base,model,"ir.model.fields,field_description",base.field_ir_module_module_website,Website,Sitio web
base,model,"ir.model.fields,field_description",base.field_res_company_website,Website,Sitio web
base,model,"ir.model.fields,field_description",base.field_res_partner_website,Website,Sitio web
base,model,"ir.model.fields,field_description",base.field_res_users_website,Website,Sitio web
base,model,"ir.module.category,name",base.module_category_website,Website,Sitio web
base,model,"ir.module.module,shortdesc",base.module_website,Website Builder,Website Builder
base,model,"ir.module.module,shortdesc",base.module_website_crm_claim,Website CRM Claim,Website CRM Claim
base,model,"ir.module.module,shortdesc",base.module_website_gengo,Website Gengo Translator,Traductor Gengo para sitios web
base,model,"ir.module.module,shortdesc",base.module_website_google_map,Website Google Map,Website Google Map
base,model,"ir.module.module,shortdesc",base.module_website_links,Website Link Tracker,Website Link Tracker
base,model,"ir.module.module,shortdesc",base.module_im_livechat,Website Live Chat,Chat en vivo sitio web
base,model,"ir.module.module,summary",base.module_im_livechat,Website Live Chat with Visitors/Customers,Website Live Chat with Visitors/Customers
base,model,"ir.module.module,shortdesc",base.module_website_livechat,Website Live Support,Chat de soporte en directo para el sitio web
base,model,"ir.module.module,shortdesc",base.module_website_mail,Website Mail,Website Mail
base,model,"ir.module.module,shortdesc",base.module_website_mass_mailing,Website Mass Mailing Campaigns,Website Mass Mailing Campaigns
base,model,"ir.module.module,summary",base.module_website_mail,Website Module for Mail,Website Module for Mail
base,model,"ir.module.module,shortdesc",base.module_website_partner,Website Partner,Website Partner
base,model,"ir.module.module,shortdesc",base.module_website_portal,Website Portal,Website Portal
base,model,"ir.module.module,shortdesc",base.module_website_portal_sale,Website Portal for Sales,Portal web para ventas
base,model,"ir.module.module,shortdesc",base.module_website_project_issue,Website Project Issue,Website Project Issue
base,model,"ir.module.module,shortdesc",base.module_website_rating_project_issue,Website Rating Project Issue,Website Rating Project Issue
base,model,"ir.module.module,shortdesc",base.module_website_sale_digital,Website Sale Digital - Sell digital products,Website Sale Digital - Sell digital products
base,model,"ir.module.module,shortdesc",base.module_website_sale_stock,Website Sale Stock - Website Delivery Informations,Website Sale Stock - Website Delivery Informations
base,model,"ir.module.module,shortdesc",base.module_website_theme_install,Website Theme Install,Website Theme Install
base,model,"ir.model.fields,help",base.field_res_partner_website,Website of Partner or Company,Website of Partner or Company
base,model,"ir.model.fields,help",base.field_res_users_website,Website of Partner or Company,Website of Partner or Company
base,model,"ir.ui.view,arch_db",base.sequence_view,Week of the Year: %(woy)s,Semana del año: %(woy)s
base,selection,"ir.cron,interval_type",0,Weeks,Semanas
base,model,"ir.module.module,shortdesc",base.module_hw_scale,Weighting Scale Hardware Driver,Controlador de báscula
base,model,"res.country,name",base.eh,Western Sahara,Sáhara occidental
base,model,"ir.model.fields,help",base.field_ir_act_server_sub_model_object_field,"When a relationship field is selected as first field, this field lets you select the target field within the destination document model (sub-model).","When a relationship field is selected as first field, this field lets you select the target field within the destination document model (sub-model)."
base,model,"ir.model.fields,help",base.field_ir_act_server_sub_object,"When a relationship field is selected as first field, this field shows the document model the relationship goes to.","When a relationship field is selected as first field, this field shows the document model the relationship goes to."
base,model,"ir.ui.view,arch_db",base.view_workflow_diagram,"When customizing a workflow, be sure you do not modify an existing node or arrow, but rather add new nodes or arrows. If you absolutly need to modify a node or arrow, you can only change fields that are empty or set to the default value. If you don't do that, your customization will be overwrited at the next update or upgrade to a future version of Odoo.","When customizing a workflow, be sure you do not modify an existing node or arrow, but rather add new nodes or arrows. If you absolutly need to modify a node or arrow, you can only change fields that are empty or set to the default value. If you don't do that, your customization will be overwrited at the next update or upgrade to a future version of Odoo."
base,model,"ir.model.fields,help",base.field_ir_act_server_sequence,"When dealing with multiple actions, the execution order is based on the sequence. Low number means high priority.","Cuando se lidia con múltiples acciones, el orden de ejecución se basa en la secuencia. Números bajos significan mayor prioridad."
base,model,"ir.model.fields,help",base.field_ir_mail_server_sequence,"When no specific mail server is requested for a mail, the highest priority one is used. Default priority is 10 (smaller number = higher priority)","When no specific mail server is requested for a mail, the highest priority one is used. Default priority is 10 (smaller number = higher priority)"
base,model,"ir.ui.view,arch_db",base.sequence_view,"When subsequences per date range are used, you can prefix variables with 'range_'
                                to use the beginning of the range instead of the current date, e.g. %(range_year)s instead of %(year)s.","When subsequences per date range are used, you can prefix variables with 'range_'
                                to use the beginning of the range instead of the current date, e.g. %(range_year)s instead of %(year)s."
base,model,"ir.model.fields,help",base.field_wkf_transition_signal,"When the operation of transition comes from a button pressed in the client form, signal tests the name of the pressed button. If signal is NULL, no button is necessary to validate this transition.","When the operation of transition comes from a button pressed in the client form, signal tests the name of the pressed button. If signal is NULL, no button is necessary to validate this transition."
base,model,"ir.model.fields,help",base.field_ir_model_fields_copy,Whether the value is copied when duplicating a record.,Si el valor será o no copiado al duplicar un registro.
base,model,"ir.model.fields,help",base.field_ir_model_fields_translate,Whether values for this field can be translated (enables the translation mechanism for that field),Whether values for this field can be translated (enables the translation mechanism for that field)
base,model,"res.partner.category,name",base.res_partner_category_15,Wholesaler,Mayorista
base,model,"ir.actions.act_window,name",base.ir_action_window,Window Actions,Acciones de ventana
base,model,"ir.ui.menu,name",base.menu_ir_action_window,Window Actions,Acciones de ventana
base,model,"ir.model.fields,field_description",base.field_change_password_user_wizard_id,Wizard,Asistente
base,model,"ir.ui.view,arch_db",base.config_wizard_step_view_search,Wizards to be Launched,Asistentes pendientes de lanzamiento
base,model,"ir.ui.view,arch_db",base.view_server_action_form,Worflow Signal,Señal del flujo de trabajo
base,selection,"ir.cron,interval_type",0,Work Days,Días laborables
base,model,"ir.model.fields,field_description",base.field_wkf_activity_wkf_id,Workflow,Flujo
base,model,"ir.model.fields,field_description",base.field_wkf_instance_wkf_id,Workflow,Flujo
base,model,"ir.model.fields,field_description",base.field_wkf_transition_wkf_id,Workflow,Flujo
base,model,"ir.model.fields,field_description",base.field_wkf_workitem_wkf_id,Workflow,Flujo
base,model,"ir.ui.view,arch_db",base.view_workflow_activity_search,Workflow,Flujo
base,model,"ir.ui.view,arch_db",base.view_workflow_form,Workflow,Flujo
base,model,"ir.ui.view,arch_db",base.view_workflow_search,Workflow,Flujo
base,model,"ir.ui.view,arch_db",base.view_workflow_tree,Workflow,Flujo
base,model,"ir.ui.view,arch_db",base.view_workflow_activity_search,Workflow Activity,Workflow Activity
base,model,"ir.ui.view,arch_db",base.view_workflow_diagram,Workflow Editor,Editor de flujos de trabajo
base,model,"ir.ui.view,arch_db",base.view_workflow_instance_form,Workflow Instances,Workflow Instances
base,model,"ir.ui.view,arch_db",base.view_workflow_instance_search,Workflow Instances,Workflow Instances
base,model,"ir.ui.view,arch_db",base.view_workflow_instance_tree,Workflow Instances,Workflow Instances
base,model,"ir.ui.view,arch_db",base.view_workflow_transition_search,Workflow Transition,Workflow Transition
base,model,"ir.ui.view,arch_db",base.view_workflow_workitem_form,Workflow Workitems,Elementos del flujo
base,model,"ir.ui.view,arch_db",base.view_workflow_workitem_search,Workflow Workitems,Elementos del flujo
base,model,"ir.ui.view,arch_db",base.view_workflow_workitem_tree,Workflow Workitems,Elementos del flujo
base,model,"ir.actions.act_window,name",base.action_workflow_form,Workflows,Flujos
base,model,"ir.ui.menu,name",base.menu_workflow,Workflows,Flujos
base,model,"ir.ui.menu,name",base.menu_workflow_root,Workflows,Flujos
base,model,"ir.model.fields,field_description",base.field_wkf_triggers_workitem_id,Workitem,Workitem
base,model,"ir.actions.act_window,name",base.action_workflow_workitem_form,Workitems,Elementos de trabajo
base,model,"ir.ui.menu,name",base.menu_workflow_workitem,Workitems,Elementos de trabajo
base,model,"ir.module.module,shortdesc",base.module_payment_sips,Worldline SIPS,Worldline SIPS
base,model,"ir.model.fields,field_description",base.field_ir_model_access_perm_write,Write Access,Permiso de escritura
base,model,"ir.ui.view,arch_db",base.ir_access_view_search,Write Access,Permiso de escritura
base,model,"ir.ui.view,arch_db",base.view_rule_search,Write Access Right,Write Access Right
base,model,"ir.model.fields,help",base.field_ir_act_server_code,Write Python code that the action will execute. Some variables are available for use; help about pyhon expression is given in the help tab.,Write Python code that the action will execute. Some variables are available for use; help about pyhon expression is given in the help tab.
base,model,"ir.ui.view,arch_db",base.view_server_action_form,"Write a python expression, beginning with object, that gives the record to update. An expression builder is available in the help tab. Examples:","Write a python expression, beginning with object, that gives the record to update. An expression builder is available in the help tab. Examples:"
base,model,"ir.model.fields,field_description",base.field_ir_act_report_xml_report_xml,XML Path,Ruta XML
base,model,"ir.ui.view,arch_db",base.act_report_xml_view,XML Report,Informe XML
base,model,"ir.model.fields,field_description",base.field_ir_act_report_xml_report_xsl,XSL Path,XSL Path
base,selection,"workflow.activity,join_mode",0,Xor,XOR
base,selection,"workflow.activity,split_mode",0,Xor,XOR
base,model,"res.country,name",base.ye,Yemen,Yemen
base,model,"ir.ui.view,arch_db",base.view_users_simple_form,"You are creating a new user. After saving, the user will receive an invite email containing a link to set its password.","Está creando un nuevo usuario. Después de guardarlo, el usuario recibirá una invitación por correo electrónico que contiene un enlace para establecer su contraseña"
base,code,addons/base/module/module.py,443,"You are trying to install incompatible themes:
%s

Please uninstall your current theme before installing another one.
Warning: switching themes may significantly alter the look of your current website pages!","You are trying to install incompatible themes:
%s

Please uninstall your current theme before installing another one.
Warning: switching themes may significantly alter the look of your current website pages!"
base,model,"ir.model.fields,help",base.field_ir_attachment_type,You can either upload a file from your computer or copy/paste an internet link to your file,You can either upload a file from your computer or copy/paste an internet link to your file
base,code,addons/base/res/res_partner.py,531,You can not change the company as the partner/user has multiple user linked with different companies.,You can not change the company as the partner/user has multiple user linked with different companies.
base,sql_constraint,res.users,0,You can not have two users with the same login !,¡No puede tener dos usuarios con el mismo identificador de usuario!
base,sql_constraint,res.font,0,You can not register two fonts with the same name,No puede registrar dos tipos de letra con el mismo nombre
base,code,addons/base/res/res_users.py,387,"You can not remove the admin user as it is used internally for resources created by Odoo (updates, module installation, ...)","You can not remove the admin user as it is used internally for resources created by Odoo (updates, module installation, ...)"
base,model,"ir.model.fields,help",base.field_res_country_address_format,"You can state here the usual format to use for the addresses belonging to this country.

You can use the python-style string patern with all the field of the address (for example, use '%(street)s' to display the field 'street') plus
            
%(state_name)s: the name of the state
            
%(state_code)s: the code of the state
            
%(country_name)s: the name of the country
            
%(country_code)s: the code of the country","You can state here the usual format to use for the addresses belonging to this country.

You can use the python-style string patern with all the field of the address (for example, use '%(street)s' to display the field 'street') plus
            
%(state_name)s: the name of the state
            
%(state_code)s: the code of the state
            
%(country_name)s: the name of the country
            
%(country_code)s: the code of the country"
base,constraint,res.partner,0,You cannot create recursive Partner hierarchies.,No puede crear jerarquías de empresas recursivas.
base,code,addons/base/res/res_lang.py,212,"You cannot delete the language which is Active!
Please de-activate the language first.","You cannot delete the language which is Active!
Please de-activate the language first."
base,code,addons/base/res/res_lang.py,210,You cannot delete the language which is User's Preferred Language!,¡No puede eliminar el idioma preferido del usuario!
base,code,addons/base/res/res_users.py,349,You cannot unactivate the admin user.,No puede desactivar el usuario administrador.
base,code,addons/base/res/res_users.py,351,You cannot unactivate the user you're currently logged in as.,You cannot unactivate the user you're currently logged in as.
base,code,addons/base/ir/ir_values.py,428,You do not have the permission to perform this operation!!!,You do not have the permission to perform this operation!!!
base,model,"ir.actions.act_window,help",base.open_module_tree,You should try others search criteria.,Debería probar otros criterios de búsqueda.
base,code,addons/base/module/module.py,380,"You try to install module '%s' that depends on module '%s'.
But the latter module is not available in your system.","You try to install module '%s' that depends on module '%s'.
But the latter module is not available in your system."
base,code,addons/base/module/module.py,325,You try to remove a module that is installed or will be installed,Está tratando de eliminar un módulo que está instalado o será instalado
base,code,addons/base/module/module.py,597,"You try to upgrade a module that depends on the module: %s.
But this module is not available in your system.","You try to upgrade a module that depends on the module: %s.
But this module is not available in your system."
base,model,"ir.ui.view,arch_db",base.view_users_simple_form,You will be able to define additional access rights by editing the newly created user under the Settings / Users menu.,You will be able to define additional access rights by editing the newly created user under the Settings / Users menu.
base,code,addons/base/ir/ir_mail_server.py,216,"Your OpenERP Server does not support SMTP-over-SSL. You could use STARTTLS instead.If SSL is needed, an upgrade to Python 2.6 on the server-side should do the trick.","Your OpenERP Server does not support SMTP-over-SSL. You could use STARTTLS instead.If SSL is needed, an upgrade to Python 2.6 on the server-side should do the trick."
base,code,addons/base/ir/ir_mail_server.py,491,"Your server does not seem to support SSL, you may want to try STARTTLS instead","Your server does not seem to support SSL, you may want to try STARTTLS instead"
base,model,"res.country,name",base.yu,Yugoslavia,Yugoslavia
base,code,addons/base/res/res_partner.py,53,ZIP,C.P.
base,model,"ir.ui.view,arch_db",base.view_company_form,ZIP,C.P.
base,model,"ir.ui.view,arch_db",base.view_partner_address_form,ZIP,C.P.
base,model,"ir.ui.view,arch_db",base.view_partner_form,ZIP,C.P.
base,model,"ir.ui.view,arch_db",base.view_res_bank_form,ZIP,C.P.
base,model,"res.country,name",base.zr,Zaire,Zaire
base,model,"res.country,name",base.zm,Zambia,Zambia
base,model,"res.country,name",base.zw,Zimbabwe,Zimbabwe
base,model,"ir.model.fields,field_description",base.field_res_bank_zip,Zip,C.P.
base,model,"ir.model.fields,field_description",base.field_res_company_zip,Zip,C.P.
base,model,"ir.model.fields,field_description",base.field_res_partner_zip,Zip,C.P.
base,model,"ir.model.fields,field_description",base.field_res_users_zip,Zip,C.P.
base,model,"ir.ui.view,arch_db",base.view_base_import_language,_Import,_Importar
base,model,"ir.model,name",base.model__unknown,_unknown,_unknown
base,model,"ir.ui.view,arch_db",base.res_partner_kanban_view,at,en
